Date,Symbol,Open,High,Low,Close,Vol
1/3/2016,SMFDB,2060.0,2266.0,2101.0,2266.0,60
1/4/2016,SMFDB,2266.0,2404.0,2311.0,2356.0,128
1/5/2016,SMFDB,2356.0,2309.0,2218.0,2218.0,55
1/6/2016,SMFDB,2218.0,2186.0,2186.0,2186.0,20
1/7/2016,SMFDB,2186.0,2229.0,2200.0,2225.0,279
1/11/2016,SMFDB,2225.0,2181.0,2181.0,2181.0,10
1/13/2016,SMFDB,2181.0,2224.0,2224.0,2224.0,10
1/14/2016,SMFDB,2224.0,2300.0,2230.0,2300.0,440
1/17/2016,SMFDB,2300.0,2346.0,2346.0,2346.0,50
1/18/2016,SMFDB,2346.0,2370.0,2325.0,2370.0,350
1/19/2016,SMFDB,2370.0,2395.0,2340.0,2395.0,662
1/20/2016,SMFDB,2395.0,2420.0,2400.0,2400.0,290
1/21/2016,SMFDB,2400.0,2470.0,2445.0,2470.0,396
1/24/2016,SMFDB,2470.0,2452.0,2440.0,2440.0,453
1/28/2016,SMFDB,2440.0,2415.0,2333.0,2350.0,2079
1/31/2016,SMFDB,2350.0,2437.0,2360.0,2437.0,589
2/1/2016,SMFDB,2437.0,2500.0,2484.0,2500.0,561
2/2/2016,SMFDB,2500.0,2509.0,2455.0,2504.0,1097
2/3/2016,SMFDB,2504.0,2570.0,2525.0,2565.0,1846
2/4/2016,SMFDB,2565.0,2616.0,2580.0,2616.0,210
2/8/2016,SMFDB,2616.0,2619.0,2516.0,2516.0,581
2/14/2016,SMFDB,2516.0,2499.0,2466.0,2499.0,67
2/15/2016,SMFDB,2499.0,2520.0,2490.0,2520.0,250
2/16/2016,SMFDB,2520.0,2470.0,2450.0,2450.0,234
2/17/2016,SMFDB,2450.0,2499.0,2499.0,2499.0,20
2/18/2016,SMFDB,2499.0,2450.0,2440.0,2440.0,630
2/22/2016,SMFDB,2440.0,2393.0,2392.0,2392.0,200
2/23/2016,SMFDB,2392.0,2399.0,2352.0,2375.0,1582
2/24/2016,SMFDB,2375.0,2355.0,2351.0,2351.0,300
2/25/2016,SMFDB,2351.0,2335.0,2320.0,2335.0,70
2/29/2016,SMFDB,2335.0,2525.0,2381.0,2430.0,1001
3/1/2016,SMFDB,2430.0,2450.0,2450.0,2450.0,30
3/2/2016,SMFDB,2450.0,2499.0,2450.0,2490.0,360
3/3/2016,SMFDB,2490.0,2600.0,2539.0,2600.0,1426
3/6/2016,SMFDB,2600.0,2680.0,2580.0,2680.0,1150
3/10/2016,SMFDB,2680.0,2841.0,2728.0,2841.0,855
3/13/2016,SMFDB,2841.0,2896.0,2674.0,2780.0,860
3/15/2016,SMFDB,2780.0,2780.0,2780.0,2780.0,100
3/17/2016,SMFDB,2780.0,2730.0,2675.0,2700.0,1332
3/21/2016,SMFDB,2700.0,2660.0,2599.0,2600.0,584
3/23/2016,SMFDB,2600.0,2600.0,2501.0,2600.0,419
3/24/2016,SMFDB,2600.0,2600.0,2548.0,2550.0,732
3/27/2016,SMFDB,2550.0,2601.0,2580.0,2601.0,300
3/28/2016,SMFDB,2601.0,2550.0,2549.0,2549.0,250
3/29/2016,SMFDB,2549.0,2570.0,2520.0,2570.0,103
3/30/2016,SMFDB,2570.0,2621.0,2621.0,2621.0,50
3/31/2016,SMFDB,2621.0,2681.0,2650.0,2673.0,431
4/3/2016,SMFDB,2673.0,2620.0,2570.0,2570.0,36
4/4/2016,SMFDB,2570.0,2580.0,2530.0,2580.0,64
4/5/2016,SMFDB,2580.0,2555.0,2555.0,2555.0,28
4/11/2016,SMFDB,2555.0,2565.0,2565.0,2565.0,100
4/12/2016,SMFDB,2565.0,2520.0,2520.0,2520.0,16
4/14/2016,SMFDB,2520.0,2601.0,2550.0,2601.0,212
4/17/2016,SMFDB,2601.0,2551.0,2550.0,2550.0,200
4/18/2016,SMFDB,2550.0,2601.0,2595.0,2600.0,508
4/19/2016,SMFDB,2600.0,2600.0,2560.0,2560.0,382
4/20/2016,SMFDB,2560.0,2580.0,2575.0,2580.0,56
4/21/2016,SMFDB,2580.0,2610.0,2585.0,2600.0,300
4/24/2016,SMFDB,2600.0,2600.0,2600.0,2600.0,340
4/25/2016,SMFDB,2600.0,2560.0,2560.0,2560.0,23
4/26/2016,SMFDB,2560.0,2625.0,2600.0,2625.0,512
4/27/2016,SMFDB,2625.0,2730.0,2677.0,2730.0,150
4/28/2016,SMFDB,2730.0,2839.0,2784.0,2785.0,818
5/2/2016,SMFDB,2785.0,2896.0,2790.0,2896.0,590
5/5/2016,SMFDB,2896.0,2839.0,2839.0,2839.0,10
5/9/2016,SMFDB,2839.0,2783.0,2783.0,2783.0,10
5/10/2016,SMFDB,2783.0,2728.0,2674.0,2674.0,30
5/11/2016,SMFDB,2674.0,2690.0,2650.0,2690.0,590
5/12/2016,SMFDB,2690.0,2650.0,2637.0,2638.0,865
5/17/2016,SMFDB,2638.0,2604.0,2603.0,2604.0,378
5/18/2016,SMFDB,2604.0,2733.0,2656.0,2725.0,1300
5/19/2016,SMFDB,2725.0,2760.0,2760.0,2760.0,100
5/23/2016,SMFDB,2760.0,2795.0,2750.0,2795.0,2086
5/24/2016,SMFDB,2795.0,2850.0,2800.0,2850.0,334
5/25/2016,SMFDB,2850.0,2850.0,2850.0,2850.0,100
5/26/2016,SMFDB,2850.0,2800.0,2800.0,2800.0,100
5/29/2016,SMFDB,2800.0,2800.0,2800.0,2800.0,100
5/30/2016,SMFDB,2800.0,2805.0,2750.0,2761.0,564
6/2/2016,SMFDB,2761.0,2800.0,2744.0,2744.0,517
6/5/2016,SMFDB,2744.0,2700.0,2700.0,2700.0,1212
6/6/2016,SMFDB,2700.0,2810.0,2720.0,2810.0,1175
6/7/2016,SMFDB,2810.0,2866.0,2800.0,2830.0,968
6/8/2016,SMFDB,2830.0,2886.0,2886.0,2886.0,100
6/9/2016,SMFDB,2886.0,2950.0,2900.0,2950.0,1245
6/13/2016,SMFDB,2950.0,3060.0,2990.0,3060.0,1068
6/14/2016,SMFDB,3060.0,3120.0,3100.0,3120.0,323
6/15/2016,SMFDB,3120.0,3100.0,3100.0,3100.0,140
6/16/2016,SMFDB,3100.0,3225.0,3162.0,3225.0,120
6/21/2016,SMFDB,3225.0,3289.0,3289.0,3289.0,200
6/22/2016,SMFDB,3289.0,3411.0,3315.0,3411.0,189
6/23/2016,SMFDB,3411.0,3411.0,3411.0,3411.0,60
6/26/2016,SMFDB,3411.0,3450.0,3430.0,3450.0,22
6/29/2016,SMFDB,3450.0,3400.0,3320.0,3320.0,283
6/30/2016,SMFDB,3320.0,3400.0,3300.0,3400.0,1045
7/3/2016,SMFDB,3400.0,3468.0,3400.0,3425.0,570
7/4/2016,SMFDB,3425.0,3450.0,3360.0,3360.0,1109
7/5/2016,SMFDB,3360.0,3395.0,3300.0,3300.0,166
7/6/2016,SMFDB,3300.0,3300.0,3300.0,3300.0,31
7/10/2016,SMFDB,3300.0,3433.0,3300.0,3300.0,1975
7/11/2016,SMFDB,3300.0,3234.0,3234.0,3234.0,36
7/14/2016,SMFDB,3234.0,3234.0,3234.0,3234.0,60
7/21/2016,SMFDB,3234.0,3170.0,2911.0,2911.0,111
7/25/2016,SMFDB,2911.0,2853.0,2688.0,2711.0,2779
7/26/2016,SMFDB,2711.0,2982.0,2765.0,2900.0,2145
7/27/2016,SMFDB,2900.0,2944.0,2944.0,2944.0,1000
7/28/2016,SMFDB,2944.0,2886.0,2805.0,2805.0,786
7/31/2016,SMFDB,2805.0,2820.0,2790.0,2800.0,654
8/1/2016,SMFDB,2800.0,2800.0,2800.0,2800.0,60
8/2/2016,SMFDB,2800.0,2770.0,2770.0,2770.0,200
8/3/2016,SMFDB,2770.0,2730.0,2661.0,2714.0,823
8/4/2016,SMFDB,2714.0,2662.0,2662.0,2662.0,41
8/7/2016,SMFDB,2662.0,2700.0,2650.0,2650.0,165
